squirrelId,in_awake,in_asleep,out_awake,out_asleep,is_female,is_mast,year,start_dt,end_dt,durationInMinutes,inNestInMinutes,asleepInMinutes,meanSeason
12678,0.0890873015873016,0.342063492063492,0.539583333333333,0.029265873015873,0,0,2015,24/04/2015 00:00:00.000,30/04/2015 23:59:00.000,10079,4346,3743,2
19537,0.0867063492063492,0.422222222222222,0.45297619047619,0.0380952380952381,0,0,2015,24/04/2015 00:00:00.000,30/04/2015 23:59:00.000,10079,5130,4640,2
20495,0.0905753968253968,0.38531746031746,0.5,0.0241071428571429,0,0,2015,24/04/2015 00:00:00.000,30/04/2015 23:59:00.000,10079,4797,4127,2
20645,0.0178571428571429,0.41765873015873,0.225694444444444,0.338789682539683,0,0,2015,24/04/2015 00:00:00.000,30/04/2015 23:59:00.000,10079,4390,7625,2
20836,0.0299603174603175,0.431349206349206,0.237202380952381,0.301488095238095,0,0,2015,24/04/2015 00:00:00.000,30/04/2015 23:59:00.000,10079,4650,7387,2
19880,0.0362103174603175,0.478373015873016,0.267956349206349,0.217460317460317,0,0,2015,24/04/2015 00:00:00.000,30/04/2015 23:59:00.000,10079,5187,7014,2
13179,0.0970238095238095,0.378174603174603,0.491666666666667,0.0331349206349206,0,0,2015,24/04/2015 00:00:00.000,30/04/2015 23:59:00.000,10079,4790,4146,2
19537,0.0801587301587302,0.377579365079365,0.505456349206349,0.0368055555555556,0,0,2015,03-May-2015,09-May-2015 23:59:00,10079,4614,4177,2
21004,0.0673611111111111,0.432242063492064,0.428373015873016,0.0720238095238095,0,0,2015,03-May-2015,09-May-2015 23:59:00,10079,5036,5083,2
21297,0.11031746031746,0.366170634920635,0.505555555555556,0.0179563492063492,0,0,2015,03-May-2015,09-May-2015 23:59:00,10079,4803,3872,2
20862,0.0716435185185185,0.372222222222222,0.518287037037037,0.0378472222222222,0,0,2015,04-May-2015,09-May-2015 23:59:00,8639,3835,3543,2
19718,0.0761574074074074,0.346064814814815,0.522569444444444,0.0552083333333333,0,0,2015,04-May-2015,09-May-2015 23:59:00,8639,3648,3467,2
