"","year","grid","squirrel_id","cache_size_total","cache_size_total2","cache_size_new_open","cache_size_new_closed","cache_size_new","cache_size_old"
"614",2012,"AG",12928,49111.4576660486,NA,NA,NA,0,49111.4576660486
"615",2012,"KL",12933,14695.5850353297,NA,NA,NA,6486.01438287698,8209.57065245268
"616",2013,"KL",12933,26670.1581335688,NA,NA,NA,18328.6405896654,8341.51754390345
"617",2015,"KL",12958,689.42250783028,NA,NA,NA,0,689.42250783028
"618",2013,"SU",12972,4279.40879038072,NA,NA,NA,4205.30647366417,74.1023167165492
"619",2015,"SU",12972,22837.807795271,NA,NA,NA,0,22837.807795271
"620",2016,"SU",12972,0,NA,NA,NA,0,0
"621",2017,"SU",12972,3559.81717559893,NA,NA,NA,3405.87913557304,153.9380400259
"622",2011,"SU",12973,492.680267899219,NA,NA,NA,0,492.680267899219
"623",2013,"SU",12973,9340.37711063528,NA,NA,NA,9023.49840413554,316.878706499743
"624",2015,"SU",12973,12821.9391767287,NA,NA,NA,0,12821.9391767287
"625",2016,"SU",12973,265.071880146639,NA,NA,NA,0,265.071880146639
"626",2012,"SU",13000,1221.39231885346,NA,NA,NA,22.2071330700628,1199.18518578339
"627",2011,"KL",13009,180.779022260008,NA,NA,NA,0,180.779022260008
"628",2011,"KL",13010,917.30578494005,NA,NA,NA,0,917.30578494005
"629",2013,"KL",13010,11552.9615466504,NA,NA,NA,11426.5615297286,126.400016921777
"630",2012,"KL",13012,514.0823678518,NA,NA,NA,39.5447975270615,474.537570324738
"631",2014,"KL",13012,5318.99125188471,NA,NA,NA,4684.93931457395,634.05193731076
"632",2015,"KL",13012,118.398773132165,NA,NA,NA,0,118.398773132165
"633",2012,"KL",13039,12287.4070041974,NA,NA,NA,612.757829605647,11674.6491745918
"634",2013,"KL",13039,16667.0129652736,NA,NA,NA,8219.34885958697,8447.66410568661
"635",2012,"KL",13048,62577.2368046995,NA,NA,NA,836.989005255618,61740.2477994438
"636",2013,"KL",13048,125780.848279662,NA,NA,NA,73277.5308352574,52503.317444405
"637",2015,"KL",13048,14283.3982617016,NA,NA,NA,0,14283.3982617016
"638",2012,"AG",13071,21272.9019547016,NA,NA,NA,5904.03434379947,15368.8676109021
"639",2013,"KL",13084,4249.98581168444,NA,NA,NA,4214.64289433156,35.3429173528852
"640",2013,"SU",13085,2346.23956847128,NA,NA,NA,2335.22435922963,11.0152092416492
"641",2014,"SU",13085,375.813021185679,NA,NA,NA,367.173641388307,8.63937979737193
"642",2011,"SU",13092,8822.53464907621,NA,NA,NA,0,8822.53464907621
"643",2012,"SU",13092,9443.03846806837,NA,NA,NA,2381.28796151289,7061.75050655547
"644",2013,"SU",13092,32620.5702389169,NA,NA,NA,27008.4291225441,5612.14111637281
"645",2014,"SU",13092,15841.1864314153,NA,NA,NA,14495.6030279746,1345.58340344068
"646",2015,"SU",13092,5182.15525686679,NA,NA,NA,0,5182.15525686679
"647",2011,"SU",13094,330.966786055685,NA,NA,NA,0,330.966786055685
"648",2012,"SU",13095,10679.4515267968,NA,NA,NA,0,10679.4515267968
"649",2013,"SU",13095,35340.9538574767,NA,NA,NA,20407.5895281784,14933.3643292982
"650",2014,"SU",13095,76869.7456850965,NA,NA,NA,66855.8405619627,10013.9051231338
"651",2016,"SU",13095,1043.89233392563,NA,NA,NA,0,1043.89233392563
"652",2017,"SU",13095,7910.45176192276,NA,NA,NA,3608.27624228056,4302.1755196422
"653",2018,"SU",13095,208.254868009528,208.254868009528,0,0,0,208.254868009528
"654",2012,"SU",13096,24764.7821891666,NA,NA,NA,107.206849303752,24657.5753398629
"655",2013,"SU",13096,33545.0231471439,NA,NA,NA,15928.2576353049,17616.765511839
"656",2014,"SU",13096,39333.9181201893,NA,NA,NA,37868.7578463714,1465.16027381794
"657",2016,"SU",13096,5010.11378917458,NA,NA,NA,0,5010.11378917458
"658",2013,"SU",13097,6970.50687492278,NA,NA,NA,6654.3841141553,316.122760767473
"659",2014,"SU",13097,15366.3150668711,NA,NA,NA,15289.7387459398,76.5763209312512
"660",2015,"SU",13097,32053.0415260459,NA,NA,NA,0,32053.0415260459
"661",2016,"SU",13097,889.895389037479,NA,NA,NA,0,889.895389037479
"662",2012,"KL",13112,1168.94735649259,NA,NA,NA,794.430242276519,374.517114216073
"663",2013,"KL",13112,3643.57988972527,NA,NA,NA,2720.20690397298,923.372985752295
"664",2015,"KL",13112,2556.47102185869,NA,NA,NA,0,2556.47102185869
"665",2017,"KL",13112,766.54860747591,NA,NA,NA,75.398223686155,691.150383789755
"666",2017,"AG",13114,7187.96399141345,NA,NA,NA,6026.83134664666,1161.13264476679
"667",2010,"KL",13123,45203.1985952584,NA,NA,NA,42260.7043760899,2942.49421916854
"668",2013,"KL",13123,27620.4899112798,NA,NA,NA,17070.6290814435,10549.8608298362
"669",2012,"KL",13125,4175.09809680449,NA,NA,NA,3432.07216432234,743.025932482156
"670",2013,"KL",13125,3070.59265961866,NA,NA,NA,2985.76965797174,84.8230016469244
"671",2012,"SU",13128,1847.96333865786,NA,NA,NA,0,1847.96333865786
"672",2013,"SU",13129,12265.1311487881,NA,NA,NA,10750.461338245,1514.66981054311
"673",2014,"SU",13129,25181.6322643898,NA,NA,NA,24105.1655416373,1076.46672275254
"674",2016,"SU",13129,5876.8792023,NA,NA,NA,0,5876.8792023
"675",2017,"SU",13129,8625.96912373192,NA,NA,NA,8260.70007288985,365.269050842068
"676",2018,"SU",13129,2850.61834201431,120.448662338633,0,0,2730.16967967567,120.448662338633
"677",2013,"SU",13130,5106.34469914485,NA,NA,NA,5086.0814265292,20.2632726156542
"678",2014,"SU",13130,19490.9022442921,NA,NA,NA,19197.4382205386,293.464023753457
"679",2015,"SU",13130,5452.08678814945,NA,NA,NA,0,5452.08678814945
"680",2011,"SU",13131,0,NA,NA,NA,0,0
"681",2013,"SU",13131,23331.6268905071,NA,NA,NA,20945.9799691874,2385.64692131975
"682",2012,"SU",13132,1018.46506838564,NA,NA,NA,436.485029308132,581.980039077509
"683",2013,"SU",13132,21742.7860409082,NA,NA,NA,21638.8778638907,103.908177017482
"684",2014,"SU",13132,20168.1805330208,NA,NA,NA,19975.7972528966,192.383280124205
"685",2016,"SU",13132,145.141580595848,NA,NA,NA,145.141580595848,0
"686",2017,"SU",13132,5.4486997585698,NA,NA,NA,0,5.4486997585698
"687",2013,"SU",13134,786.183561560846,NA,NA,NA,777.2496574522,8.93390410864597
"688",2014,"SU",13134,12214.944206147,NA,NA,NA,10366.3918188666,1848.5523872804
"689",2012,"SU",13135,17313.2189391629,NA,NA,NA,335.36501577071,16977.8539233922
"690",2013,"SU",13135,20477.3328850881,NA,NA,NA,6055.12531548305,14422.2075696051
"691",2017,"AG",13140,322.013246992954,NA,NA,NA,322.013246992954,0
"692",2012,"KL",13179,1996.34468667772,NA,NA,NA,1629.92699102168,366.417695656037
"693",2013,"KL",13179,20337.5320120034,NA,NA,NA,19376.4010095458,961.131002457627
"694",2014,"KL",13179,26048.0540658188,NA,NA,NA,25344.0526045804,704.001461238345
"695",2016,"KL",13179,1656.75815577875,NA,NA,NA,0,1656.75815577875
"696",2012,"KL",13184,1401.93572166445,NA,NA,NA,247.400421470196,1154.53530019425
"697",2011,"KL",13185,109973.335794503,NA,NA,NA,0,109973.335794503
"698",2013,"KL",13185,29822.7463614462,NA,NA,NA,28308.1060033342,1514.64035811198
"699",2017,"AG",13238,10034.5610948312,NA,NA,NA,3785.93330684106,6248.6277879901
"700",2012,"AG",13243,3176.00291062364,NA,NA,NA,663.121486833508,2512.88142379014
"701",2013,"KL",13287,43655.5715142838,NA,NA,NA,41846.014145816,1809.55736846772
"702",2014,"KL",13288,12481.9403117939,NA,NA,NA,12060.7705466721,421.169765121882
"703",2015,"KL",13288,13065.4518772901,NA,NA,NA,0,13065.4518772901
"704",2013,"KL",13305,7450.28697798819,NA,NA,NA,7285.94241229728,164.344565690916
"705",2014,"KL",13305,14221.0180125738,NA,NA,NA,11862.879661927,2358.13835064675
"706",2015,"KL",13305,21243.8029527477,NA,NA,NA,0,21243.8029527477
"707",2013,"KL",13332,6321.08076856351,NA,NA,NA,5166.54546836926,1154.53530019425
"708",2012,"KL",13366,1573.46668055045,NA,NA,NA,37.4634923940583,1536.00318815639
"709",2012,"SU",13385,403.056519978528,NA,NA,NA,0,403.056519978528
"710",2013,"SU",13385,7031.11997818297,NA,NA,NA,6892.57574215967,138.54423602331
"711",2014,"SU",13385,35849.9704071746,NA,NA,NA,34220.4262977575,1629.54410941703
"712",2015,"SU",13385,48745.2461374105,NA,NA,NA,0,48745.2461374105
"713",2016,"SU",13385,4948.00842940392,NA,NA,NA,82.4668071567321,4865.54162224719
"714",2017,"SU",13385,9113.13196953327,NA,NA,NA,6590.74722796603,2522.38474156724
"715",2012,"SU",13397,4807.46142806395,NA,NA,NA,0,4807.46142806395
"716",2013,"KL",13412,13721.2200738188,NA,NA,NA,8278.72496073982,5442.49511307896
"717",2015,"KL",13412,16328.5456267575,NA,NA,NA,0,16328.5456267575
"718",2016,"KL",13412,583.158136322605,NA,NA,NA,32.3976742401447,550.760462082461
"719",2013,"SU",13438,9619.45853052152,NA,NA,NA,8662.54904319216,956.909487329366
"720",2014,"SU",13438,10206.2491333498,NA,NA,NA,10161.0887389545,45.1603943953533
"721",2015,"SU",13438,32.0442450666159,NA,NA,NA,0,32.0442450666159
"722",2016,"SU",13438,0,NA,NA,NA,0,0
"723",2017,"SU",13438,40.6050850476481,NA,NA,NA,40.6050850476481,0
"724",2018,"SU",13438,0,0,0,0,0,0
"725",2013,"KL",13445,8426.0460212391,NA,NA,NA,901.293479883784,7524.75254135531
"726",2016,"KL",13445,13.6070231808608,NA,NA,NA,0,13.6070231808608
"727",2017,"AG",13450,3987.58428529335,NA,NA,NA,1267.0828570091,2720.50142828425
"728",2013,"KL",13466,8853.63641634675,NA,NA,NA,8432.034682235,421.60173411175
"729",2014,"KL",13466,65013.2964706323,NA,NA,NA,56467.3790547046,8545.91741592764
"730",2016,"KL",13466,59077.8069303887,NA,NA,NA,0,59077.8069303887
"731",2017,"KL",13466,8790.13697483607,NA,NA,NA,4642.41000402598,4147.72697081009
"732",2012,"KL",13499,303.477850336774,NA,NA,NA,0,303.477850336774
"733",2012,"KL",13535,34315.0275065388,NA,NA,NA,3629.12856351876,30685.89894302
"734",2013,"KL",13535,50459.0045648978,NA,NA,NA,31659.7141258165,18799.2904390813
"735",2012,"SU",13617,2424.99536930596,NA,NA,NA,0,2424.99536930596
"736",2017,"AG",13625,2742.13914768585,NA,NA,NA,2404.33939760861,337.799750077242
"737",2009,"SU",13666,1293.34215372844,NA,NA,NA,470.306237719434,823.03591600901
"738",2010,"SU",13666,2699.6024740301,NA,NA,NA,632.873840065664,2066.72863396443
"739",2011,"SU",13667,4382.75737120678,NA,NA,NA,0,4382.75737120678
"740",2013,"SU",13667,9172.31172114527,NA,NA,NA,8428.24513609661,744.066585048658
"741",2012,"SU",13690,25314.4234588663,NA,NA,NA,49.538989156294,25264.88446971
"742",2013,"SU",13690,46209.7059766063,NA,NA,NA,15763.3534734226,30446.3525031838
"743",2014,"SU",13690,53674.9351546532,NA,NA,NA,43427.1384584596,10247.7966961936
"744",2013,"SU",19250,12365.3086845294,NA,NA,NA,8444.60105284936,3920.70763168006
"745",2017,"AG",19252,12838.9626819203,NA,NA,NA,920.938251445763,11918.0244304746
"746",2012,"KL",19257,28728.8045295581,NA,NA,NA,80.2480573451343,28648.5564722129
"747",2013,"KL",19257,46642.3425549138,NA,NA,NA,35702.2370126395,10940.1055422743
"748",2014,"KL",19257,19185.4707160238,NA,NA,NA,18956.5271513935,228.943564630356
"749",2013,"KL",19271,13277.1559522339,NA,NA,NA,13070.988934342,206.16701789183
"750",2014,"KL",19271,73563.5728463668,NA,NA,NA,64350.8523897147,9212.72045665207
"751",2017,"AG",19321,5409.42985039993,NA,NA,NA,3288.93334904315,2120.49650135677
"752",2017,"AG",19339,9390.22044157989,NA,NA,NA,1954.69894906357,7435.52149251632
"753",2014,"SU",19354,32164.4109856157,NA,NA,NA,31859.8237603731,304.587225242573
"754",2017,"AG",19398,254.272655399924,NA,NA,NA,0,254.272655399924
"755",2017,"AG",19427,7943.20286533643,NA,NA,NA,3924.32046323169,4018.88240210474
"756",2013,"SU",19439,9941.32451535884,NA,NA,NA,9741.06761864657,200.256896712264
"757",2017,"AG",19475,2873.5264429452,NA,NA,NA,1309.4550879244,1564.07135502081
"758",2014,"KL",19516,42611.0115919192,NA,NA,NA,41944.2674560571,666.744135862179
"759",2013,"KL",19530,12.1933064867454,NA,NA,NA,12.1933064867454,0
"760",2013,"SU",19537,2816.87960041016,NA,NA,NA,2816.87960041016,0
"761",2014,"SU",19537,61553.6371958206,NA,NA,NA,53991.1560901911,7562.48110562952
"762",2015,"SU",19537,68656.3658515513,NA,NA,NA,0,68656.3658515513
"763",2016,"SU",19537,22265.4096137869,NA,NA,NA,0,22265.4096137869
"764",2017,"SU",19537,10249.4460323367,NA,NA,NA,4953.8989156294,5295.54711670729
"765",2018,"SU",19537,1515.19013682636,1452.05721445859,0,0,63.1329223677649,1452.05721445859
"766",2013,"KL",19549,2619.3519623157,NA,NA,NA,2508.22793967201,111.124022643696
"767",2013,"KL",19550,7619.8544414657,NA,NA,NA,6682.56027326719,937.294168198515
"768",2014,"KL",19550,6925.00286883094,NA,NA,NA,6334.0692906907,590.93357814024
"769",2013,"SU",19552,4665.26509058084,NA,NA,NA,3965.47532699372,699.789763587126
"770",2013,"KL",19561,5301.43760293278,NA,NA,NA,3764.02069808227,1537.41690485051
"771",2014,"KL",19561,8175.70035665616,NA,NA,NA,8175.70035665616,0
"772",2015,"KL",19561,16273.9997243095,NA,NA,NA,0,16273.9997243095
"773",2016,"KL",19561,25.839599575776,NA,NA,NA,0,25.839599575776
"774",2018,"KL",19561,16.7987940504454,16.7987940504454,0,0,0,16.7987940504454
"775",2019,"KL",19561,54.5415391248228,0,54.5415391248228,0,54.5415391248228,0
"776",2013,"KL",19564,16332.1977282173,NA,NA,NA,16213.5044307738,118.693297443439
"777",2013,"KL",19565,29185.1404974461,NA,NA,NA,24097.1741153247,5087.96638212135
"778",2013,"KL",19582,8388.99486288083,NA,NA,NA,8388.99486288083,0
"779",2013,"KL",19583,950.547762205847,NA,NA,NA,530.673904053571,419.873858152276
"780",2014,"KL",19583,6289.18378565253,NA,NA,NA,5519.62121272459,769.562572927947
"781",2015,"KL",19583,26557.0215281314,NA,NA,NA,0,26557.0215281314
"782",2016,"KL",19583,14036.4396266983,NA,NA,NA,0,14036.4396266983
"783",2017,"KL",19583,3333.54396472413,NA,NA,NA,1068.76982075125,2264.77414397288
"784",2014,"KL",19599,53905.9600244165,NA,NA,NA,26878.5242663182,27027.4357580983
"785",2016,"KL",19599,20521.8649609528,NA,NA,NA,0,20521.8649609528
"786",2017,"KL",19599,14794.5452039177,NA,NA,NA,6646.8246568326,8147.72054708513
"787",2013,"SU",19601,7803.62779422366,NA,NA,NA,7652.97860900699,150.649185216673
"788",2014,"SU",19601,61002.5822094269,NA,NA,NA,60911.3974826564,91.1847267704437
"789",2015,"SU",19601,11486.4481396877,NA,NA,NA,0,11486.4481396877
"790",2016,"SU",19601,10143.417280278,NA,NA,NA,0,10143.417280278
"791",2017,"SU",19601,3353.84650724795,NA,NA,NA,3238.19662768768,115.649879560274
"792",2018,"SU",19601,918.119981036105,918.119981036105,0,0,0,918.119981036105
"793",2019,"SU",19601,12491.1032903669,11627.1653106297,863.937979737193,11087.204073294,11951.1420530312,539.961237335746
"794",2013,"SU",19611,1665.35826566795,NA,NA,NA,1632.48935252977,32.8689131381832
"795",2014,"SU",19611,28478.8515640568,NA,NA,NA,28099.9754900339,378.876074022929
"796",2015,"SU",19611,20944.7135146489,NA,NA,NA,0,20944.7135146489
"797",2016,"SU",19611,170.431401457246,NA,NA,NA,0,170.431401457246
"798",2017,"SU",19611,1428.649076697,NA,NA,NA,1158.36411624081,270.284960456189
"799",2018,"SU",19611,1675.80187957957,64.4539184453681,0,0,1611.3479611342,64.4539184453681
"800",2014,"KL",19649,31492.7482937552,NA,NA,NA,28995.1821341514,2497.56615960389
"801",2015,"KL",19649,48600.9292248862,NA,NA,NA,0,48600.9292248862
"802",2017,"KL",19649,629.840239659541,NA,NA,NA,539.863062565321,89.9771770942202
"803",2018,"KL",19649,85.4120502694725,85.4120502694725,0,0,0,85.4120502694725
"804",2013,"KL",19654,3705.96995633016,NA,NA,NA,3705.96995633016,0
"805",2014,"KL",19654,55903.855872467,NA,NA,NA,43166.2684584871,12737.5874139798
"806",2018,"KL",19654,1405.22566730445,1405.22566730445,0,0,0,1405.22566730445
