"","squirrel_id","byear","bcert","litter_id","dates","datee","part","longevity"
"4751",6792,2006,"Y",3570,"2006-04-28","2006-08-15",NA,109
"4752",7127,2006,"Y",3570,"2006-04-28","2006-10-08",NA,163
"4753",6757,2006,"Y",3642,"2006-04-28","2006-07-15",NA,78
"4754",6783,2006,"Y",3476,"2006-04-29","2006-04-29",NA,0
"4755",10711,2006,"Y",3476,"2006-04-29","2011-08-15",NA,1934
"4756",6782,2006,"Y",3476,"2006-04-29","2006-04-29",NA,0
"4757",7006,2006,"Y",3484,"2006-04-30","2006-08-02",NA,94
"4758",8825,2006,"Y",3484,"2006-04-30","2008-06-03",NA,765
"4759",6779,2006,"Y",3580,"2006-04-30","2006-06-07",NA,38
"4760",6780,2006,"Y",3580,"2006-04-30","2006-04-30",NA,0
"4761",7109,2006,"Y",3580,"2006-04-30","2006-08-16",NA,108
"4762",6955,2006,"Y",3484,"2006-04-30","2006-07-10",NA,71
"4763",6970,2006,"Y",3484,"2006-04-30","2006-08-06",NA,98
"4764",6787,2006,"Y",3475,"2006-05-01","2006-07-03",NA,63
"4765",6789,2006,"Y",3475,"2006-05-01","2006-05-01",NA,0
"4766",6786,2006,"Y",3616,"2006-05-01","2006-06-21",NA,51
"4767",7281,2006,"Y",3475,"2006-05-01","2007-04-30",NA,364
"4768",10172,2006,"Y",3616,"2006-05-01","2009-04-22",NA,1087
"4769",10173,2006,"Y",3616,"2006-05-01","2009-06-02",NA,1128
"4770",10174,2006,"Y",3616,"2006-05-01","2009-05-11",NA,1106
"4771",6813,2006,"Y",3578,"2006-05-02","2006-05-02",NA,0
"4772",6814,2006,"Y",3578,"2006-05-02","2006-05-02",NA,0
"4773",6815,2006,"Y",3578,"2006-05-02","2006-05-02",NA,0
"4774",6914,2006,"Y",3578,"2006-05-02","2006-05-02",NA,0
"4775",6807,2006,"Y",3654,"2006-05-03","2006-05-03",NA,0
"4776",6808,2006,"Y",3654,"2006-05-03","2006-08-07",NA,96
"4777",6805,2006,"Y",3567,"2006-05-04","2006-08-03",NA,91
"4778",6806,2006,"Y",3567,"2006-05-04","2006-06-26",NA,53
"4779",6957,2006,"Y",3567,"2006-05-04","2006-07-10",NA,67
"4780",7365,2006,"Y",3567,"2006-05-04","2007-05-15",NA,376
"4781",6812,2006,"Y",3490,"2006-05-05","2006-07-29",NA,85
"4782",6796,2006,"Y",3470,"2006-05-05","2006-05-05",NA,0
"4783",6797,2006,"Y",3470,"2006-05-05","2006-05-05",NA,0
"4784",7491,2006,"Y",3470,"2006-05-05","2007-06-04",NA,395
"4785",7562,2006,"Y",3428,"2006-05-06","2007-06-13",NA,403
"4786",6800,2006,"Y",3465,"2006-05-06","2006-06-26",NA,51
"4787",7154,2006,"Y",3465,"2006-05-06","2007-03-18",NA,316
"4788",7786,2006,"Y",3465,"2006-05-06","2007-08-18",NA,469
"4789",6818,2006,"Y",3489,"2006-05-07","2006-05-07",NA,0
"4790",6819,2006,"Y",3489,"2006-05-07","2006-05-07",NA,0
"4791",7655,2006,"Y",3489,"2006-05-07","2007-08-15",NA,465
"4792",6827,2006,"Y",3460,"2006-05-07","2006-07-16",NA,70
"4793",6821,2006,"Y",3623,"2006-05-07","2006-07-19",NA,73
"4794",6932,2006,"Y",3460,"2006-05-07","2006-07-16",NA,70
"4795",6822,2006,"Y",3623,"2006-05-07","2006-08-16",NA,101
"4796",6981,2006,"Y",3460,"2006-05-07","2006-07-20",NA,74
"4797",6823,2006,"Y",3623,"2006-05-07","2006-07-19",NA,73
"4798",6824,2006,"Y",3623,"2006-05-07","2006-07-03",NA,57
"4799",6817,2006,"Y",3489,"2006-05-07","2006-05-07",NA,0
"4800",6825,2006,"Y",3424,"2006-05-09","2006-05-09",NA,0
"4801",8240,2006,"Y",3424,"2006-05-09","2006-08-12",NA,95
"4802",6849,2006,"Y",3485,"2006-05-10","2006-08-12",NA,94
"4803",7027,2006,"Y",3485,"2006-05-10","2006-08-15",NA,97
"4804",7169,2006,"Y",3485,"2006-05-10","2007-03-22",NA,316
"4805",6985,2006,"Y",3478,"2006-05-11","2006-07-23",NA,73
"4806",7033,2006,"Y",3478,"2006-05-11","2006-08-10",NA,91
"4807",6850,2006,"Y",3593,"2006-05-11","2006-07-29",NA,79
"4808",10190,2006,"Y",3593,"2006-05-11","2012-05-30",NA,2211
"4809",6829,2006,"Y",3653,"2006-05-11","2006-05-11",NA,0
"4810",6830,2006,"Y",3653,"2006-05-11","2006-05-11",NA,0
"4811",7238,2006,"Y",3466,"2006-05-11","2007-04-15",NA,339
"4812",6831,2006,"Y",3653,"2006-05-11","2006-05-11",NA,0
"4813",7355,2006,"Y",3466,"2006-05-11","2007-05-15",NA,369
"4814",10259,2006,"Y",3427,"2006-05-11","2009-08-15",NA,1192
"4815",8692,2006,"Y",3466,"2006-05-11","2008-08-15",NA,827
"4816",6845,2006,"Y",3639,"2006-05-12","2006-05-12",NA,0
"4817",6846,2006,"Y",3639,"2006-05-12","2006-07-03",NA,52
"4818",6847,2006,"Y",3557,"2006-05-13","2006-05-13",NA,0
"4819",6848,2006,"Y",3557,"2006-05-13","2006-05-13",NA,0
"4820",6912,2006,"Y",3557,"2006-05-13","2006-07-08",NA,56
"4821",7313,2006,"Y",3557,"2006-05-13","2007-04-30",NA,352
"4822",6875,2006,"Y",3477,"2006-05-15","2006-08-05",NA,82
"4823",6856,2006,"Y",3410,"2006-05-15","2006-07-18",NA,64
"4824",13681,2006,"Y",3543,"2006-05-15","2009-08-15",NA,1188
"4825",7207,2006,"Y",3477,"2006-05-15","2007-04-08",NA,328
"4826",6857,2006,"Y",3410,"2006-05-15","2006-05-15",NA,0
"4827",7248,2006,"Y",3472,"2006-05-15","2007-04-17",NA,337
"4828",6854,2006,"Y",3410,"2006-05-15","2006-05-15",NA,0
"4829",6866,2006,"Y",3543,"2006-05-15","2006-05-15",NA,0
"4830",6855,2006,"Y",3410,"2006-05-15","2006-05-15",NA,0
"4831",7527,2006,"Y",3543,"2006-05-15","2007-06-07",NA,388
"4832",6869,2006,"Y",3440,"2006-05-16","2006-07-18",NA,63
"4833",6950,2006,"Y",3459,"2006-05-16","2006-07-06",NA,51
"4834",10217,2006,"Y",3440,"2006-05-16","2010-06-20",NA,1496
"4835",7052,2006,"Y",3459,"2006-05-16","2006-08-12",NA,88
"4836",6810,2006,"Y",3610,"2006-05-16","2006-05-16",NA,0
"4837",7216,2006,"Y",3459,"2006-05-16","2007-04-10",NA,329
"4838",6811,2006,"Y",3610,"2006-05-16","2006-05-16",NA,0
"4839",6873,2006,"Y",3435,"2006-05-17","2006-07-16",NA,60
"4840",6874,2006,"Y",3435,"2006-05-17","2006-05-17",NA,0
"4841",7065,2006,"Y",3435,"2006-05-17","2006-08-13",NA,88
"4842",7114,2006,"Y",3435,"2006-05-17","2006-08-16",NA,91
"4843",7483,2006,"Y",3435,"2006-05-17","2007-06-03",NA,382
"4844",6877,2006,"Y",3390,"2006-05-19","2006-05-19",NA,0
"4845",6878,2006,"Y",3390,"2006-05-19","2006-07-13",NA,55
"4846",6876,2006,"Y",3390,"2006-05-19","2006-07-19",NA,61
"4847",6890,2006,"Y",3400,"2006-05-22","2006-05-22",NA,0
"4848",6899,2006,"Y",3430,"2006-05-22","2006-05-22",NA,0
"4849",6891,2006,"Y",3400,"2006-05-22","2006-05-22",NA,0
"4850",6915,2006,"Y",3430,"2006-05-22","2006-07-20",NA,59
"4851",6892,2006,"Y",3400,"2006-05-22","2006-05-22",NA,0
"4852",6884,2006,"Y",3387,"2006-05-22","2006-08-12",NA,82
"4853",11636,2006,"Y",3387,"2006-05-22","2012-08-15",NA,2277
"4854",6886,2006,"Y",3441,"2006-05-24","2006-05-24",NA,0
"4855",6887,2006,"Y",3441,"2006-05-24","2006-08-02",NA,70
"4856",7142,2006,"Y",3441,"2006-05-24","2007-03-10",NA,290
"4857",6905,2006,"Y",3405,"2006-05-27","2006-05-27",NA,0
"4858",6907,2006,"Y",3397,"2006-05-27","2006-05-27",NA,0
"4859",6906,2006,"Y",3405,"2006-05-27","2006-05-27",NA,0
"4860",6908,2006,"Y",3397,"2006-05-27","2006-05-27",NA,0
"4861",6909,2006,"Y",3397,"2006-05-27","2006-05-27",NA,0
"4862",6910,2006,"Y",3397,"2006-05-27","2006-05-27",NA,0
"4863",6911,2006,"Y",3397,"2006-05-27","2006-05-27",NA,0
"4864",6903,2006,"Y",3405,"2006-05-27","2006-05-27",NA,0
"4865",6904,2006,"Y",3405,"2006-05-27","2006-05-27",NA,0
"4866",6921,2006,"Y",3648,"2006-05-29","2006-05-29",NA,0
"4867",6919,2006,"Y",3648,"2006-05-29","2006-05-29",NA,0
"4868",6920,2006,"Y",3648,"2006-05-29","2006-05-29",NA,0
"4869",6928,2006,"Y",3389,"2006-06-03","2006-06-03",NA,0
"4870",6929,2006,"Y",3389,"2006-06-03","2006-06-03",NA,0
"4871",8478,2006,"Y",3389,"2006-06-03","2008-07-01",NA,759
"4872",6930,2006,"Y",3421,"2006-06-04","2006-06-04",NA,0
"4873",7441,2006,"Y",3421,"2006-06-04","2007-05-28",NA,358
"4874",6933,2006,"Y",3419,"2006-06-05","2006-06-05",NA,0
"4875",10260,2006,"Y",3419,"2006-06-05","2010-07-20",NA,1506
"4876",6962,2006,"Y",3420,"2006-06-17","2006-06-17",NA,0
"4877",6963,2006,"Y",3420,"2006-06-17","2006-06-17",NA,0
"4878",6972,2006,"Y",3445,"2006-06-22","2006-06-22",NA,0
"4879",6973,2006,"Y",3445,"2006-06-22","2006-06-22",NA,0
"4880",6974,2006,"Y",3445,"2006-06-22","2006-08-12",NA,51
"4881",7227,2006,"Y",3445,"2006-06-22","2007-04-14",NA,296
"4882",7261,2007,"Y",3814,"2007-03-07","2007-03-07",NA,0
"4883",7262,2007,"Y",3814,"2007-03-07","2007-03-07",NA,0
"4884",7414,2007,"Y",3814,"2007-03-07","2007-05-26",NA,79
"4885",7520,2007,"Y",3814,"2007-03-07","2009-06-08",NA,823
"4886",8660,2007,"Y",3814,"2007-03-07","2008-08-15",NA,526
"4887",7229,2007,"Y",3808,"2007-03-14","2007-03-14",NA,0
"4888",7230,2007,"Y",3808,"2007-03-14","2007-05-12",NA,59
"4889",8594,2007,"Y",3808,"2007-03-14","2008-08-15",NA,520
"4890",7228,2007,"Y",3808,"2007-03-14","2007-03-14",NA,0
"4891",7223,2007,"Y",3812,"2007-03-18","2007-05-12",NA,55
"4892",7224,2007,"Y",3812,"2007-03-18","2007-05-24",NA,67
"4893",7457,2007,"Y",3812,"2007-03-18","2007-05-30",NA,73
"4894",7518,2007,"Y",3812,"2007-03-18","2007-06-05",NA,79
"4895",10421,2007,"Y",3812,"2007-03-18","2009-05-14",NA,788
"4896",7851,2007,"Y",3912,"2007-03-19","2007-09-11",NA,176
"4897",7234,2007,"Y",3817,"2007-03-20","2007-03-20",NA,0
"4898",7235,2007,"Y",3817,"2007-03-20","2007-05-23",NA,64
"4899",7236,2007,"Y",3817,"2007-03-20","2007-03-20",NA,0
"4900",7472,2007,"Y",3817,"2007-03-20","2007-05-31",NA,72
"4901",7237,2007,"Y",3818,"2007-03-21","2007-03-21",NA,0
"4902",7448,2007,"Y",3818,"2007-03-21","2007-05-30",NA,70
"4903",10422,2007,"Y",3818,"2007-03-21","2013-08-15",NA,2339
"4904",7504,2007,"Y",3802,"2007-03-22","2007-06-05",NA,75
"4905",7505,2007,"Y",3802,"2007-03-22","2007-06-05",NA,75
"4906",13193,2007,"Y",3802,"2007-03-22","2012-06-09",NA,1906
"4907",7245,2007,"Y",3824,"2007-03-22","2007-03-22",NA,0
"4908",10331,2007,"Y",3824,"2007-03-22","2012-08-15",NA,1973
"4909",7259,2007,"Y",3816,"2007-03-24","2007-03-24",NA,0
"4910",7260,2007,"Y",3816,"2007-03-24","2007-05-30",NA,67
"4911",8222,2007,"Y",3816,"2007-03-24","2008-05-24",NA,427
"4912",10326,2007,"Y",3816,"2007-03-24","2013-03-10",NA,2178
"4913",10327,2007,"Y",3816,"2007-03-24","2010-06-05",NA,1169
"4914",7274,2007,"Y",3819,"2007-03-28","2007-03-28",NA,0
"4915",7917,2007,"Y",3819,"2007-03-28","2008-04-05",NA,374
"4916",10321,2007,"Y",3819,"2007-03-28","2013-08-15",NA,2332
"4917",7284,2007,"Y",3822,"2007-03-28","2007-05-21",NA,54
"4918",7582,2007,"Y",3822,"2007-03-28","2007-06-15",NA,79
"4919",10329,2007,"Y",3822,"2007-03-28","2009-05-15",NA,779
"4920",7289,2007,"Y",3823,"2007-03-30","2007-03-30",NA,0
"4921",7290,2007,"Y",3823,"2007-03-30","2007-03-30",NA,0
"4922",7506,2007,"Y",3823,"2007-03-30","2007-06-05",NA,67
"4923",7427,2007,"Y",3821,"2007-03-30","2007-06-04",NA,66
"4924",7494,2007,"Y",3821,"2007-03-30","2007-06-04",NA,66
"4925",7629,2007,"Y",3821,"2007-03-30","2007-06-27",NA,89
"4926",7304,2007,"Y",3815,"2007-04-02","2007-06-13",NA,72
"4927",8739,2007,"Y",3815,"2007-04-02","2009-05-18",NA,777
"4928",7473,2007,"Y",3717,"2007-04-03","2007-08-15",NA,134
"4929",7921,2007,"Y",3717,"2007-04-03","2008-03-27",NA,359
"4930",10423,2007,"Y",3717,"2007-04-03","2012-08-15",NA,1961
"4931",10463,2007,"Y",3717,"2007-04-03","2010-03-21",NA,1083
"4932",7321,2007,"Y",3805,"2007-04-06","2007-04-06",NA,0
"4933",7322,2007,"Y",3805,"2007-04-06","2007-04-06",NA,0
"4934",7324,2007,"Y",3805,"2007-04-06","2007-04-06",NA,0
"4935",7296,2007,"Y",3665,"2007-04-09","2007-04-09",NA,0
"4936",7294,2007,"Y",3665,"2007-04-09","2007-04-09",NA,0
"4937",7295,2007,"Y",3665,"2007-04-09","2007-04-09",NA,0
"4938",10356,2007,"Y",3931,"2007-04-10","2012-05-23",NA,1870
"4939",7373,2007,"Y",3687,"2007-04-10","2007-05-14",NA,34
"4940",10357,2007,"Y",3931,"2007-04-10","2009-08-15",NA,858
"4941",10622,2007,"Y",3687,"2007-04-10","2009-05-17",NA,768
"4942",10645,2007,"Y",3687,"2007-04-10","2009-07-05",NA,817
"4943",7547,2007,"Y",3931,"2007-04-10","2007-06-11",NA,62
"4944",7336,2007,"Y",3687,"2007-04-10","2007-04-10",NA,0
"4945",8686,2007,"Y",3931,"2007-04-10","2008-08-15",NA,493
"4946",7337,2007,"Y",3687,"2007-04-10","2007-08-15",NA,127
"4947",10633,2007,"Y",3670,"2007-04-11","2009-04-10",NA,730
"4948",7779,2007,"Y",3676,"2007-04-11","2007-08-15",NA,126
"4949",7864,2007,"Y",3676,"2007-04-11","2007-09-30",NA,172
"4950",8753,2007,"Y",3676,"2007-04-11","2010-06-23",NA,1169
"4951",10745,2007,"Y",3676,"2007-04-11","2010-03-08",NA,1062
"4952",8723,2007,"Y",3670,"2007-04-11","2008-10-06",NA,544
"4953",10355,2007,"Y",3670,"2007-04-11","2009-07-20",NA,831
"4954",7347,2007,"Y",3793,"2007-04-14","2007-04-14",NA,0
"4955",7348,2007,"Y",3793,"2007-04-14","2007-05-31",NA,47
"4956",7359,2007,"Y",3731,"2007-04-16","2007-08-15",NA,121
"4957",7361,2007,"Y",3731,"2007-04-16","2007-04-16",NA,0
"4958",7362,2007,"Y",3731,"2007-04-16","2007-04-16",NA,0
"4959",10384,2007,"Y",3731,"2007-04-16","2011-08-15",NA,1582
"4960",13660,2007,"Y",3731,"2007-04-16","2009-08-15",NA,852
"4961",7360,2007,"Y",3713,"2007-04-17","2007-06-03",NA,47
"4962",8400,2007,"Y",3713,"2007-04-17","2008-06-10",NA,420
"4963",10367,2007,"Y",3733,"2007-04-18","2009-08-15",NA,850
"4964",10368,2007,"Y",3733,"2007-04-18","2009-08-15",NA,850
"4965",7370,2007,"Y",3721,"2007-04-18","2007-04-18",NA,0
"4966",8726,2007,"Y",3733,"2007-04-18","2008-10-07",NA,538
"4967",7371,2007,"Y",3703,"2007-04-19","2007-05-29",NA,40
"4968",7380,2007,"Y",3811,"2007-04-19","2007-04-19",NA,0
"4969",7372,2007,"Y",3703,"2007-04-19","2007-05-29",NA,40
"4970",7381,2007,"Y",3811,"2007-04-19","2007-04-19",NA,0
"4971",8622,2007,"Y",3703,"2007-04-19","2008-08-15",NA,484
"4972",7382,2007,"Y",3811,"2007-04-19","2007-07-25",NA,97
"4973",8813,2007,"Y",3703,"2007-04-19","2009-07-01",NA,804
"4974",8598,2007,"Y",3811,"2007-04-19","2008-08-15",NA,484
"4975",7377,2007,"Y",3669,"2007-04-20","2007-04-20",NA,0
"4976",10269,2007,"Y",3669,"2007-04-20","2008-08-15",NA,483
"4977",10270,2007,"Y",3669,"2007-04-20","2015-02-27",NA,2870
"4978",10596,2007,"Y",3836,"2007-04-21","2009-08-15",NA,847
"4979",7383,2007,"Y",3836,"2007-04-21","2007-04-21",NA,0
"4980",7384,2007,"Y",3836,"2007-04-21","2007-04-21",NA,0
"4981",8655,2007,"Y",3915,"2007-04-23","2008-08-15",NA,480
"4982",10334,2007,"Y",3915,"2007-04-23","2009-08-15",NA,845
"4983",7556,2007,"Y",3915,"2007-04-23","2007-06-12",NA,50
"4984",7605,2007,"Y",3915,"2007-04-23","2007-07-07",NA,75
"4985",7396,2007,"Y",3832,"2007-04-25","2007-04-25",NA,0
"4986",7397,2007,"Y",3832,"2007-04-25","2007-04-25",NA,0
"4987",7398,2007,"Y",3832,"2007-04-25","2007-08-15",NA,112
"4988",8418,2007,"Y",3832,"2007-04-25","2008-06-15",NA,417
"4989",7394,2007,"Y",3798,"2007-04-25","2007-04-25",NA,0
"4990",7395,2007,"Y",3798,"2007-04-25","2007-04-25",NA,0
"4991",8613,2007,"Y",3798,"2007-04-25","2008-08-15",NA,478
"4992",7399,2007,"Y",3709,"2007-04-26","2007-04-26",NA,0
"4993",7869,2007,"Y",3856,"2007-04-26","2007-04-26",NA,0
"4994",7400,2007,"Y",3709,"2007-04-26","2007-08-15",NA,111
"4995",7401,2007,"Y",3709,"2007-04-26","2007-04-26",NA,0
"4996",7402,2007,"Y",3709,"2007-04-26","2007-04-26",NA,0
"4997",8430,2007,"Y",3709,"2007-04-26","2008-06-17",NA,418
"4998",7617,2007,"Y",3856,"2007-04-26","2007-06-24",NA,59
"4999",7781,2007,"Y",3856,"2007-04-26","2007-08-06",NA,102
"5000",7857,2007,"Y",3856,"2007-04-26","2007-09-23",NA,150
"5001",10336,2007,"Y",3831,"2007-04-28","2009-07-07",NA,801
"5002",7410,2007,"Y",3831,"2007-04-28","2007-04-28",NA,0
"5003",7411,2007,"Y",3831,"2007-04-28","2007-04-28",NA,0
"5004",7814,2007,"Y",3831,"2007-04-28","2007-08-15",NA,109
"5005",7417,2007,"Y",3685,"2007-04-30","2007-04-30",NA,0
"5006",7428,2007,"Y",3893,"2007-04-30","2007-04-30",NA,0
"5007",7429,2007,"Y",3893,"2007-04-30","2007-04-30",NA,0
"5008",7434,2007,"Y",3806,"2007-04-30","2007-04-30",NA,0
"5009",10424,2007,"Y",3893,"2007-04-30","2010-03-17",NA,1052
"5010",7435,2007,"Y",3806,"2007-04-30","2007-04-30",NA,0
"5011",11189,2007,"Y",3893,"2007-04-30","2009-03-10",NA,680
"5012",10401,2007,"Y",3806,"2007-04-30","2010-06-12",NA,1139
"5013",7418,2007,"Y",3907,"2007-05-01","2007-06-28",NA,58
"5014",7416,2007,"Y",3690,"2007-05-01","2007-08-15",NA,106
"5015",7419,2007,"Y",3907,"2007-05-01","2007-05-01",NA,0
"5016",8719,2007,"Y",3690,"2007-05-01","2008-09-01",NA,489
"5017",7420,2007,"Y",3907,"2007-05-01","2007-05-01",NA,0
"5018",8720,2007,"Y",3690,"2007-05-01","2008-09-14",NA,502
"5019",10385,2007,"Y",3907,"2007-05-01","2009-08-15",NA,837
"5020",7436,2007,"Y",3696,"2007-05-01","2007-05-01",NA,0
"5021",7849,2007,"Y",3696,"2007-05-01","2007-09-03",NA,125
"5022",7415,2007,"Y",3690,"2007-05-01","2007-05-01",NA,0
"5023",10391,2007,"Y",3855,"2007-05-02","2010-08-16",NA,1202
"5024",7872,2007,"Y",3866,"2007-05-02","2008-02-18",NA,292
"5025",7447,2007,"Y",3674,"2007-05-02","2007-06-11",NA,40
"5026",7612,2007,"Y",3674,"2007-05-02","2007-06-23",NA,52
"5027",7454,2007,"Y",3855,"2007-05-02","2007-05-02",NA,0
"5028",7613,2007,"Y",3674,"2007-05-02","2007-06-23",NA,52
"5029",7433,2007,"Y",3866,"2007-05-02","2007-05-02",NA,0
"5030",7455,2007,"Y",3855,"2007-05-02","2007-05-02",NA,0
"5031",7871,2007,"Y",3866,"2007-05-02","2008-02-14",NA,288
"5032",10408,2007,"Y",3845,"2007-05-03","2009-06-09",NA,768
"5033",10748,2007,"Y",3845,"2007-05-03","2009-06-06",NA,765
"5034",7442,2007,"Y",3854,"2007-05-03","2007-05-03",NA,0
"5035",7443,2007,"Y",3854,"2007-05-03","2007-07-08",NA,66
"5036",7660,2007,"Y",3854,"2007-05-03","2007-08-21",NA,110
"5037",8385,2007,"Y",3854,"2007-05-03","2008-05-29",NA,392
"5038",10751,2007,"Y",3705,"2007-05-04","2010-07-15",NA,1168
"5039",7445,2007,"Y",3671,"2007-05-04","2007-05-04",NA,0
"5040",7446,2007,"Y",3671,"2007-05-04","2007-05-04",NA,0
"5041",7880,2007,"Y",3671,"2007-05-04","2008-09-03",NA,488
"5042",10399,2007,"Y",3671,"2007-05-04","2009-08-15",NA,834
"5043",7453,2007,"Y",3705,"2007-05-04","2007-06-13",NA,40
"5044",8331,2007,"Y",3705,"2007-05-04","2008-08-18",NA,472
"5045",10389,2007,"Y",3705,"2007-05-04","2010-06-01",NA,1124
"5046",7456,2007,"Y",3902,"2007-05-05","2007-05-05",NA,0
"5047",10413,2007,"Y",3902,"2007-05-05","2009-08-15",NA,833
"5048",10390,2007,"Y",3716,"2007-05-05","2009-05-11",NA,737
"5049",10717,2007,"Y",3716,"2007-05-05","2013-06-12",NA,2230
"5050",7468,2007,"Y",3928,"2007-05-06","2007-05-06",NA,0
"5051",7469,2007,"Y",3928,"2007-05-06","2007-05-06",NA,0
"5052",7463,2007,"Y",3813,"2007-05-06","2007-07-04",NA,59
"5053",7470,2007,"Y",3928,"2007-05-06","2007-07-22",NA,77
"5054",7464,2007,"Y",3813,"2007-05-06","2007-05-06",NA,0
"5055",7471,2007,"Y",3928,"2007-05-06","2007-08-15",NA,101
"5056",7465,2007,"Y",3813,"2007-05-06","2007-05-06",NA,0
"5057",8510,2007,"Y",3928,"2007-05-06","2008-08-15",NA,467
"5058",7466,2007,"Y",3869,"2007-05-06","2007-05-06",NA,0
"5059",7467,2007,"Y",3869,"2007-05-06","2007-05-06",NA,0
"5060",7692,2007,"Y",3869,"2007-05-06","2007-07-10",NA,65
"5061",7860,2007,"Y",3864,"2007-05-07","2007-09-25",NA,141
"5062",7507,2007,"Y",3961,"2007-05-07","2007-05-07",NA,0
"5063",10377,2007,"Y",3864,"2007-05-07","2009-08-15",NA,831
"5064",7508,2007,"Y",3961,"2007-05-07","2007-08-15",NA,100
"5065",7509,2007,"Y",3961,"2007-05-07","2007-05-07",NA,0
"5066",10343,2007,"Y",3961,"2007-05-07","2010-05-24",NA,1113
"5067",10369,2007,"Y",3852,"2007-05-07","2009-04-05",NA,699
"5068",7481,2007,"Y",3899,"2007-05-07","2007-05-07",NA,0
"5069",10370,2007,"Y",3852,"2007-05-07","2009-08-15",NA,831
"5070",7482,2007,"Y",3899,"2007-05-07","2007-07-23",NA,77
"5071",7486,2007,"Y",3864,"2007-05-07","2007-08-15",NA,100
"5072",8747,2007,"Y",3899,"2007-05-07","2009-08-15",NA,831
"5073",7713,2007,"Y",3864,"2007-05-07","2007-07-15",NA,69
"5074",10278,2007,"Y",3899,"2007-05-07","2010-06-20",NA,1140
"5075",7511,2007,"Y",3799,"2007-05-08","2007-05-08",NA,0
"5076",7496,2007,"Y",3692,"2007-05-08","2007-05-08",NA,0
"5077",10375,2007,"Y",3847,"2007-05-08","2012-05-23",NA,1842
"5078",7512,2007,"Y",3799,"2007-05-08","2007-05-08",NA,0
"5079",7497,2007,"Y",3692,"2007-05-08","2007-05-08",NA,0
"5080",10376,2007,"Y",3847,"2007-05-08","2010-04-18",NA,1076
"5081",7510,2007,"Y",3683,"2007-05-08","2007-05-08",NA,0
"5082",8399,2007,"Y",3799,"2007-05-08","2008-06-10",NA,399
"5083",10337,2007,"Y",3692,"2007-05-08","2010-08-15",NA,1195
"5084",7514,2007,"Y",3683,"2007-05-08","2007-08-15",NA,99
"5085",10960,2007,"Y",3692,"2007-05-08","2010-06-29",NA,1148
"5086",10344,2007,"Y",3683,"2007-05-08","2011-06-02",NA,1486
"5087",7498,2007,"Y",3889,"2007-05-08","2007-05-08",NA,0
"5088",10416,2007,"Y",3683,"2007-05-08","2011-06-15",NA,1499
"5089",7697,2007,"Y",3847,"2007-05-08","2007-07-11",NA,64
"5090",7780,2007,"Y",3889,"2007-05-08","2007-08-15",NA,99
"5091",10271,2007,"Y",3955,"2007-05-08","2009-08-11",NA,826
"5092",7767,2007,"Y",3847,"2007-05-08","2007-08-15",NA,99
"5093",7852,2007,"Y",3889,"2007-05-08","2007-09-12",NA,127
"5094",7495,2007,"Y",3692,"2007-05-08","2007-09-01",NA,116
"5095",10374,2007,"Y",3847,"2007-05-08","2015-08-15",NA,3021
"5096",7484,2007,"Y",3880,"2007-05-09","2007-05-09",NA,0
"5097",8522,2007,"Y",3859,"2007-05-09","2008-07-22",NA,440
"5098",7485,2007,"Y",3880,"2007-05-09","2007-08-15",NA,98
"5099",10371,2007,"Y",3859,"2007-05-09","2009-04-23",NA,715
"5100",7430,2007,"Y",3940,"2007-05-09","2007-05-09",NA,0
"5101",10052,2007,"Y",3880,"2007-05-09","2009-05-23",NA,745
"5102",7431,2007,"Y",3940,"2007-05-09","2007-05-09",NA,0
"5103",10699,2007,"Y",3880,"2007-05-09","2011-05-06",NA,1458
"5104",7432,2007,"Y",3940,"2007-05-09","2007-05-09",NA,0
"5105",7712,2007,"Y",3870,"2007-05-09","2007-07-15",NA,67
"5106",10341,2007,"Y",3870,"2007-05-09","2009-06-18",NA,771
"5107",10342,2007,"Y",3870,"2007-05-09","2015-05-23",NA,2936
"5108",7462,2007,"Y",3859,"2007-05-09","2007-05-09",NA,0
"5109",7479,2007,"Y",3900,"2007-05-10","2007-08-15",NA,97
"5110",7488,2007,"Y",3693,"2007-05-10","2007-08-15",NA,97
"5111",10372,2007,"Y",3900,"2007-05-10","2010-08-16",NA,1194
"5112",7489,2007,"Y",3693,"2007-05-10","2007-05-10",NA,0
"5113",10373,2007,"Y",3900,"2007-05-10","2009-05-05",NA,726
"5114",8016,2007,"Y",3693,"2007-05-10","2008-04-26",NA,352
"5115",10403,2007,"Y",3693,"2007-05-10","2009-05-15",NA,736
"5116",7487,2007,"Y",3775,"2007-05-10","2007-05-10",NA,0
"5117",7480,2007,"Y",3702,"2007-05-10","2007-05-10",NA,0
"5118",10388,2007,"Y",3775,"2007-05-10","2009-03-17",NA,677
"5119",10398,2007,"Y",3702,"2007-05-10","2010-07-21",NA,1168
"5120",10402,2007,"Y",3702,"2007-05-10","2009-05-19",NA,740
"5121",7478,2007,"Y",3900,"2007-05-10","2007-05-10",NA,0
"5122",7523,2007,"Y",3878,"2007-05-11","2007-05-11",NA,0
"5123",10683,2007,"Y",3924,"2007-05-11","2010-08-15",NA,1192
"5124",7524,2007,"Y",3878,"2007-05-11","2007-05-11",NA,0
"5125",7525,2007,"Y",3878,"2007-05-11","2007-05-11",NA,0
"5126",10420,2007,"Y",3878,"2007-05-11","2009-07-04",NA,785
