"","grid","year","num_trees","cone_counts","cone_index","cone_index_t","cone_index_tm1","mast","exp","exp_label"
"58","KL",2006,84,1.45238095238095,0.159305309230172,0.159305309230172,4.18267142654033,"n","c",1
"59","KL",2007,84,38.5357142857143,1.96485016856578,1.96485016856578,0.159305309230172,"n","c",1
"60","KL",2008,84,12.0833333333333,0.775111227419282,0.775111227419282,1.96485016856578,"n","c",1
"61","KL",2009,84,29.25,1.74604863099651,1.74604863099651,0.775111227419282,"n","c",1
"62","KL",2010,81,415.765432098765,5.12964811947721,5.12964811947721,1.74604863099651,"y","c",1
"63","KL",2011,84,0.0238095238095238,0.0165035042990463,0.0165035042990463,5.12964811947721,"n","c",1
"64","KL",2012,84,39.5952380952381,2.26224554550813,2.26224554550813,0.0165035042990463,"n","c",1
"65","KL",2013,84,46.8095238095238,2.58606650714206,2.58606650714206,2.26224554550813,"n","c",1
"66","KL",2014,80,345.5875,5.01362327092466,5.01362327092466,2.58606650714206,"y","c",1
"67","KL",2015,84,0,0,0,5.01362327092466,"n","c",1
"68","KL",2016,84,1.14285714285714,0.314072879827348,0.314072879827348,0,"n","c",1
"69","KL",2017,84,21.4285714285714,2.04476444590038,2.04476444590038,0.314072879827348,"n","c",1
"70","KL",2018,84,2.07142857142857,0.488709492982028,0.488709492982028,2.04476444590038,"n","c",1
"71","KL",2019,84,729.428571428571,5.80099961188205,5.80099961188205,0.488709492982028,"y","c",1
"72","KL",2020,84,12.9880952380952,1.07642460773976,1.07642460773976,5.80099961188205,"n","c",1
"73","LL",1991,79,4.13924050632911,0.362352046486127,0.362352046486127,NA,"n","c",1
"74","LL",1992,74,70.8243243243243,2.94002983294186,2.94002983294186,0.362352046486127,"n","c",1
"75","LL",1993,79,159.151898734177,3.66811455188247,3.66811455188247,2.94002983294186,"y","c",1
"76","LL",1994,86,1.27906976744186,0.298124956743886,0.298124956743886,3.66811455188247,"n","c",1
"77","LL",1995,86,100.302325581395,3.13666275137104,3.13666275137104,0.298124956743886,"n","c",1
"78","LL",1996,86,19.953488372093,1.79393768269028,1.79393768269028,3.13666275137104,"n","c",1
"79","LL",1997,78,37.1410256410256,2.63741679118832,2.63741679118832,1.79393768269028,"n","c",1
"80","LL",1998,78,293.910256410256,5.03069345298166,5.03069345298166,2.63741679118832,"y","c",1
"81","LL",1999,78,13.0641025641026,1.36535163090049,1.36535163090049,5.03069345298166,"n","c",1
"82","LL",2000,85,1.27058823529412,0.391076696153792,0.391076696153792,1.36535163090049,"n","c",1
"83","LL",2001,85,14.5764705882353,1.00806304825429,1.00806304825429,0.391076696153792,"n","c",1
"84","LL",2002,86,33.953488372093,1.69726158057159,1.69726158057159,1.00806304825429,"n","c",1
"85","LL",2003,86,10.1046511627907,1.04500852287906,1.04500852287906,1.69726158057159,"n","c",1
"86","LL",2004,86,9.37209302325581,0.725049105255139,0.725049105255139,1.04500852287906,"n","c",1
"87","LL",2005,86,23.0348837209302,1.2548957999082,1.2548957999082,0.725049105255139,"y","c",1
"88","LL",2006,86,6.53488372093023,0.591325321241375,0.591325321241375,1.2548957999082,"n","f",19
"89","LL",2007,86,70.4883720930233,2.72362250153151,2.72362250153151,0.591325321241375,"n","f",19
"90","LL",2008,86,2.6046511627907,0.521305714462981,0.521305714462981,2.72362250153151,"n","f",19
"91","LL",2009,149,28.7181208053691,1.86480385778074,1.86480385778074,0.521305714462981,"n","f",19
"92","LL",2010,147,492.823129251701,5.10418584210332,5.10418584210332,1.86480385778074,"y","f",19
"93","LL",2011,145,0.317241379310345,0.0653586419117509,0.0653586419117509,5.10418584210332,"n","f",19
"94","LL",2012,102,31.1176470588235,2.1206593457803,2.1206593457803,0.0653586419117509,"n","c",1
"95","LL",2013,102,46.5196078431373,2.69647099071604,2.69647099071604,2.1206593457803,"n","c",1
"96","LL",2014,102,316.235294117647,4.74486132716958,4.74486132716958,2.69647099071604,"y","c",1
"97","LL",2015,102,0,0,0,4.74486132716958,"n","c",1
"98","LL",2016,102,3.96078431372549,0.75701089930463,0.75701089930463,0,"n","c",1
"99","LL",2017,102,31.2450980392157,2.41627905501538,2.41627905501538,0.75701089930463,"n","c",1
"100","LL",2018,102,0.96078431372549,0.2841097121757,0.2841097121757,2.41627905501538,"n","c",1
"101","LL",2019,102,697.009803921569,5.66421246547441,5.66421246547441,0.2841097121757,"y","c",1
"102","SU",1988,83,38.710843373494,2.77092789962632,2.77092789962632,NA,"n","c",1
"103","SU",1989,87,0,0,0,2.77092789962632,"n","c",1
"104","SU",1990,87,28.3793103448276,1.67056379046545,1.67056379046545,0,"n","c",1
"105","SU",1991,85,0.152941176470588,0.0666230644721876,0.0666230644721876,1.67056379046545,"n","c",1
"106","SU",1992,86,51.4418604651163,2.69214334117669,2.69214334117669,0.0666230644721876,"n","c",1
"107","SU",1993,86,140.96511627907,3.98814527875725,3.98814527875725,2.69214334117669,"y","c",1
"108","SU",1994,86,0.558139534883721,0.250343175642539,0.250343175642539,3.98814527875725,"n","c",1
"109","SU",1995,85,77.4,2.85455254393493,2.85455254393493,0.250343175642539,"n","c",1
"110","SU",1996,86,55.2790697674419,2.78712991518421,2.78712991518421,2.85455254393493,"n","c",1
"111","SU",1997,86,25.1860465116279,1.76386032264653,1.76386032264653,2.78712991518421,"n","c",1
"112","SU",1998,86,225.104651162791,4.54641950895738,4.54641950895738,1.76386032264653,"y","c",1
"113","SU",1999,86,8.67441860465116,1.325573366756,1.325573366756,4.54641950895738,"n","c",1
"114","SU",2000,86,1.76744186046512,0.226007541200539,0.226007541200539,1.325573366756,"n","c",1
"115","SU",2001,86,12.3372093023256,1.21606181644009,1.21606181644009,0.226007541200539,"n","c",1
"116","SU",2002,86,21.3488372093023,1.48459025636092,1.48459025636092,1.21606181644009,"n","c",1
"117","SU",2003,86,4.72093023255814,0.485929167142752,0.485929167142752,1.48459025636092,"n","c",1
"118","SU",2004,86,10.2093023255814,0.91907742081358,0.91907742081358,0.485929167142752,"n","c",1
"119","SU",2005,86,113.581395348837,2.54815919504746,2.54815919504746,0.91907742081358,"y","c",1
"120","SU",2006,86,1.12790697674419,0.253066354566967,0.253066354566967,2.54815919504746,"n","c",1
"121","SU",2007,86,15.6627906976744,1.30972208855191,1.30972208855191,0.253066354566967,"n","c",1
"122","SU",2008,86,3.05813953488372,0.458215034498528,0.458215034498528,1.30972208855191,"n","c",1
"123","SU",2009,86,12.5348837209302,1.01632111975453,1.01632111975453,0.458215034498528,"n","c",1
"124","SU",2010,86,269.651162790698,4.71983833004188,4.71983833004188,1.01632111975453,"y","c",1
"125","SU",2011,86,0.0465116279069767,0.0187143943306291,0.0187143943306291,4.71983833004188,"n","c",1
"126","SU",2012,77,12.4285714285714,1.05011523969894,1.05011523969894,0.0187143943306291,"n","c",1
"127","SU",2013,83,20.6265060240964,2.06010515786152,2.06010515786152,1.05011523969894,"n","c",1
"128","SU",2014,79,79.7974683544304,3.85827643286645,3.85827643286645,2.06010515786152,"y","c",1
"129","SU",2015,83,0,0,0,3.85827643286645,"n","c",1
"130","SU",2016,83,1.5421686746988,0.419754976854069,0.419754976854069,0,"n","c",1
"131","SU",2017,86,15.4651162790698,1.47066329700388,1.47066329700388,0.419754976854069,"n","c",1
"132","SU",2018,83,0.831325301204819,0.247520837372256,0.247520837372256,1.47066329700388,"n","c",1
"133","SU",2019,87,488.241379310345,5.20615099117919,5.20615099117919,0.247520837372256,"y","c",1
"134","SU",2020,83,7.55421686746988,1.23350998361712,1.23350998361712,5.20615099117919,"n","c",1
