isq,squirrelId,in_awake,in_asleep,out_awake,out_asleep,is_female,is_mast,year,start_dt,end_dt,durationInMinutes,inNestInMinutes,asleepInMinutes,meanSeason
314,19882,0.0449786324786325,0.441880341880342,0.277564102564103,0.235576923076923,0,0,2016,14-Sep-2016,26-Sep-2016 23:59:00,18719,9114,12682,4
315,20873,0.0561965811965812,0.538034188034188,0.313514957264957,0.0922542735042735,1,0,2016,06-Sep-2016,18-Sep-2016 23:59:00,18719,11124,11799,4
317,19880,0.0533119658119658,0.538247863247863,0.270566239316239,0.137873931623932,0,0,2016,14-Sep-2016,26-Sep-2016 23:59:00,18719,11074,12657,4
318,21223,0.0534188034188034,0.502083333333333,0.313621794871795,0.130876068376068,1,0,2016,06-Sep-2016,18-Sep-2016 23:59:00,18719,10399,11849,4
319,21468,0.0373456790123457,0.456095679012346,0.297993827160494,0.208564814814815,0,0,2016,06-Sep-2016,14-Sep-2016 23:59:00,12959,6395,8614,4
320,21222,0.0439133986928105,0.492197712418301,0.30281862745098,0.161070261437909,0,0,2016,06-Sep-2016,22-Sep-2016 23:59:00,24479,13124,15992,4
321,20866,0.0580128205128205,0.510683760683761,0.327564102564103,0.103739316239316,0,0,2016,06-Sep-2016,18-Sep-2016 23:59:00,18719,10646,11502,4
322,20997,0.0629166666666667,0.534444444444444,0.15,0.252638888888889,1,0,2016,06-Sep-2016,10-Sep-2016 23:59:00,7199,4301,5667,4
323,22049,0.056517094017094,0.579700854700855,0.233012820512821,0.130769230769231,0,0,2016,14-Sep-2016,26-Sep-2016 23:59:00,18719,11910,13300,4
324,20750,0.0788194444444444,0.469166666666667,0.2675,0.184513888888889,0,0,2015,08/07/2015 00:00:00.000,17/07/2015 23:59:00.000,14399,7891,9413,3
325,19509,0.0418981481481481,0.458564814814815,0.346527777777778,0.153009259259259,1,0,2015,09/07/2015 00:00:00.000,17/07/2015 23:59:00.000,12959,6486,7926,3
326,13205,0.0805555555555556,0.524583333333333,0.208263888888889,0.186597222222222,0,0,2015,08/07/2015 00:00:00.000,17/07/2015 23:59:00.000,14399,8714,10241,3
327,20364,0.0746913580246914,0.530015432098765,0.247685185185185,0.147608024691358,1,0,2015,09/07/2015 00:00:00.000,17/07/2015 23:59:00.000,12959,7837,8782,3
328,20389,0.0469444444444444,0.511319444444444,0.283472222222222,0.158263888888889,1,0,2015,08/07/2015 00:00:00.000,17/07/2015 23:59:00.000,14399,8039,9642,3
329,11818,0.0588734567901235,0.488657407407407,0.261188271604938,0.191280864197531,0,0,2015,09/07/2015 00:00:00.000,17/07/2015 23:59:00.000,12959,7096,8812,3
330,21465,0.045,0.371666666666667,0.345694444444444,0.237638888888889,1,0,2015,08/07/2015 00:00:00.000,17/07/2015 23:59:00.000,14399,6000,8774,3
331,21370,0.0512345679012346,0.455632716049383,0.324537037037037,0.168595679012346,0,0,2015,09/07/2015 00:00:00.000,17/07/2015 23:59:00.000,12959,6569,8090,3
332,20317,0.0548611111111111,0.467777777777778,0.329930555555556,0.147430555555556,0,0,2015,20/07/2015 00:00:00.000,29/07/2015 23:59:00.000,14399,7526,8859,3
333,20439,0.0529320987654321,0.47037037037037,0.323611111111111,0.153086419753086,1,0,2015,21-Jul-2015,29-Jul-2015 23:59:00,12959,6782,8080,3
334,20241,0.0397916666666667,0.517708333333333,0.28125,0.16125,1,0,2015,20/07/2015 00:00:00.000,29/07/2015 23:59:00.000,14399,8028,9777,3
335,11459,0.0503858024691358,0.448996913580247,0.265895061728395,0.234722222222222,0,0,2015,21/07/2015 00:00:00.000,29/07/2015 23:59:00.000,12959,6472,8861,3
336,20046,0.0542438271604938,0.45108024691358,0.359953703703704,0.134722222222222,1,0,2015,21/07/2015 00:00:00.000,29/07/2015 23:59:00.000,12959,6549,7592,3
337,20047,0.0476851851851852,0.478317901234568,0.346836419753086,0.12716049382716,0,0,2015,21/07/2015 00:00:00.000,29/07/2015 23:59:00.000,12959,6817,7847,3
338,21965,0.0499228395061728,0.483796296296296,0.364429012345679,0.101851851851852,0,0,2015,21/07/2015 00:00:00.000,29/07/2015 23:59:00.000,12959,6917,7590,3
339,20760,0.0517361111111111,0.528055555555556,0.287361111111111,0.132847222222222,1,0,2015,20-Jul-2015,29-Jul-2015 23:59:00,14399,8349,9517,3
340,12678,0.0745265151515151,0.606155303030303,0.179861111111111,0.139457070707071,0,0,2015,23/01/2015 00:00:00.000,13/02/2015 23:59:00.000,31679,21564,23621,1
342,12003,0.0646990740740741,0.769675925925926,0.118981481481481,0.0466435185185185,1,0,2015,25/01/2015 00:00:00.000,30/01/2015 23:59:00.000,8639,7209,7053,1
343,20495,0.069212962962963,0.755092592592593,0.122222222222222,0.0534722222222222,0,0,2015,30/01/2015 00:00:00.000,01/02/2015 23:59:00.000,4319,3561,3493,1
344,12522,0.0769675925925926,0.666319444444444,0.178896604938272,0.0778163580246914,0,0,2015,25/01/2015 00:00:00.000,11/02/2015 23:59:00.000,25919,19266,19288,1
348,19880,0.0729166666666667,0.678819444444444,0.163107638888889,0.08515625,0,0,2015,02-Feb-2015 07:20:00,10-Feb-2015 07:19:00,11519,8660,8801,2
349,19611,0.0752525252525253,0.721022727272727,0.125063131313131,0.0786616161616162,1,0,2015,25/01/2015 00:00:00.000,04/02/2015 23:59:00.000,15839,12613,12667,1
350,19267,0.0663398692810458,0.68125,0.153513071895425,0.0988970588235294,1,0,2015,27/01/2015 00:00:00.000,12/02/2015 23:59:00.000,24479,18301,19098,1
352,13305,0.0791035353535354,0.702083333333333,0.157828282828283,0.0609848484848485,1,0,2015,23/01/2015 00:00:00.000,02/02/2015 23:59:00.000,15839,12374,12087,1
353,19583,0.0679563492063492,0.692030423280423,0.157671957671958,0.0823412698412698,1,0,2015,23/01/2015 00:00:00.000,12/02/2015 23:59:00.000,30239,22982,23417,1
354,13179,0.0706123737373737,0.645991161616162,0.184659090909091,0.0987373737373737,0,0,2015,23/01/2015 00:00:00.000,13/02/2015 23:59:00.000,31679,22702,23593,1
355,20155,0.079040404040404,0.624305555555556,0.208964646464646,0.0876893939393939,0,0,2015,29/01/2015 00:00:00.000,19/02/2015 23:59:00.000,31679,22282,22556,2
356,10999,0.0797281323877069,0.519695626477541,0.308850472813239,0.091725768321513,0,1,2014,2014-05-20 00:00:00,2014-07-05 23:59:00,67679,40569,41381,3
357,10990,0.0662152777777778,0.451006944444444,0.372118055555556,0.110659722222222,0,1,2014,2014-05-18 06:20:00,2014-06-07 06:19:00,28799,14896,16176,3
358,10418,0.0491666666666667,0.473368055555556,0.2484375,0.229027777777778,0,1,2014,2014-05-19 00:00:00,2014-06-07 23:59:00,28799,15049,20229,3
359,12733,0.0615189594356261,0.537599206349206,0.31875,0.0821318342151676,0,1,2014,2014-05-18 00:00:00,2014-07-19 23:59:00,90719,54352,56222,3
360,11699,0.0486338797814208,0.508595173041894,0.307194899817851,0.135576047358834,0,1,2014,2014-05-20 00:00:00,2014-07-19 23:59:00,87839,48947,56584,3
361,10942,0.0614149305555556,0.43671875,0.293489583333333,0.208376736111111,0,1,2014,2014-05-19 00:00:00,2014-06-03 23:59:00,23039,11477,14863,3
362,13037,0.0808127572016461,0.497762345679012,0.322736625514403,0.0986882716049383,0,1,2014,2014-05-21 00:00:00,2014-06-16 23:59:00,38879,22495,23190,3
363,11466,0.0549940898345154,0.432816193853428,0.388312647754137,0.12387706855792,0,1,2014,2014-05-20 00:00:00,2014-07-05 23:59:00,67679,33015,37677,3
364,11914,0.0469771241830065,0.448018790849673,0.374183006535948,0.130821078431373,0,1,2014,2014-05-18 00:00:00,2014-06-20 23:59:00,48959,24235,28340,3
365,13036,0.054224537037037,0.525491898148148,0.294545717592593,0.125737847222222,0,1,2014,2014-05-19 00:00:00,2014-07-05 23:59:00,69119,40070,45013,3
366,12730,0.0961551490514905,0.447137533875339,0.339007452574526,0.117699864498645,0,1,2014,2014-05-18 07:00:00,2014-06-28 06:59:00,59039,32076,33348,3
367,12326,0.0813762626262626,0.421001683501683,0.374684343434343,0.12293771043771,0,1,2014,2014-05-19 00:00:00,2014-06-20 23:59:00,47519,23873,25848,3
368,11940,0.0816308243727599,0.48252688172043,0.310293458781362,0.125548835125448,0,1,2014,2014-05-19 00:00:00,2014-07-19 23:59:00,89279,50368,54289,3
369,12047,0.0784336419753086,0.434375,0.365393518518519,0.121797839506173,0,1,2014,2014-05-21 00:00:00,2014-06-07 23:59:00,25919,13292,14416,3
370,11870,0.0563620071684588,0.403774641577061,0.383400537634409,0.156462813620072,0,1,2014,2014-05-19 00:00:00,2014-07-19 23:59:00,89279,41081,50018,3
371,12313,0.0646230158730159,0.505119047619048,0.313373015873016,0.116884920634921,0,1,2014,2014-05-20 00:00:00,2014-06-23 23:59:00,50399,28715,31349,3
372,10990,0.0551299283154122,0.426948924731183,0.387992831541219,0.129928315412186,0,1,2014,2014-07-07 00:00:00,2014-08-06 23:59:00,44639,21520,24859,3
373,13034,0.0611426767676768,0.481455176767677,0.250710227272727,0.206691919191919,0,1,2014,2014-06-23 00:00:00,2014-08-05 23:59:00,63359,34379,43601,3
375,12608,0.0570268361581921,0.410522598870056,0.394597457627119,0.137853107344633,0,1,2014,2014-06-23 00:00:00,2014-08-20 23:59:00,84959,39723,46590,3
376,11466,0.04272030651341,0.418869731800766,0.407016283524904,0.13139367816092,0,1,2014,2014-07-23 00:00:00,2014-08-20 23:59:00,41759,19276,22979,3
377,11914,0.0393299505882874,0.422126697835191,0.376614743745984,0.161928607830538,0,1,2014,2014-07-05 15:49:30,2014-08-05 23:59:30,45130,20826,26359,3
379,12326,0.0598787878787879,0.457648484848485,0.295272727272727,0.1872,0,1,2014,2014-07-05 16:15:55,2014-07-19 23:59:55,20624,10674,13300,3
380,12313,0.0504757046860793,0.497926415470937,0.318223148743652,0.133374731099332,0,1,2014,2014-07-05 16:29:10,2014-08-05 23:59:10,45090,24728,28466,3
384,20488,0.081875,0.374652777777778,0.367777777777778,0.175694444444444,1,0,2015,2015-07-08 00:00:00,2015-07-17 23:59:00,14399,6574,7925,3
385,11729,0.0798611111111111,0.502546296296296,0.177546296296296,0.240046296296296,1,0,2015,2015-07-08 00:00:00,2015-07-10 23:59:00,4319,2516,3208,3
386,20766,0.0386805555555556,0.453472222222222,0.214305555555556,0.293541666666667,1,0,2015,2015-07-08 00:00:00,2015-07-17 23:59:00,14399,7087,10757,3
387,19531,0.0890277777777778,0.449930555555556,0.275902777777778,0.185138888888889,0,0,2015,2015-07-08 00:00:00,2015-07-17 23:59:00,14399,7761,9145,3
388,21465,0.0702083333333333,0.463819444444444,0.234791666666667,0.231180555555556,0,0,2015,2015-07-08 00:00:00,2015-07-17 23:59:00,14399,7690,10008,3
389,21473,0.0564583333333333,0.506666666666667,0.341319444444444,0.0955555555555556,0,0,2015,2015-07-08 00:00:00,2015-07-17 23:59:00,14399,8109,8672,3
479,21240,0.0763583699560527,0.630593288054335,0.171444266879744,0.121604075109868,0,1,2019,04/04/2019 13:34:40.000,18/04/2019 11:17:40.000,20023,14156,15062,2
481,21964,0.0492107706592386,0.633333333333333,0.161513463324048,0.15594243268338,0,1,2019,07/04/2019 12:11:56.000,22/04/2019 11:10:56.000,21539,14702,17001,2
482,22506,0.0609125227198583,0.616954839912383,0.21289089807522,0.109241739292539,0,1,2019,08/04/2019 12:12:30.000,23/04/2019 09:48:30.000,21456,14545,15582,2
484,22671,0.0919876128582021,0.648754743315741,0.170323199720853,0.0889344441052035,0,1,2019,03/04/2019 12:26:49.000,19/04/2019 10:32:49.000,22926,16983,16913,2
490,23523,0.0575500273101942,0.499726898058493,0.251253786186007,0.191469288445305,0,1,2019,09/04/2019 12:15:45.000,23/04/2019 11:53:45.000,20138,11223,13920,2
492,21816,0.0543297167702873,0.582144743792921,0.188101913933927,0.175423625502865,0,1,2019,08/04/2019 09:40:26.000,25/04/2019 11:48:26.000,24608,15663,18643,2
495,22803,0.124891285440946,0.564924334666899,0.21782049052009,0.0923638893720647,0,1,2019,23/04/2019 12:00:35.000,09/05/2019 11:15:35.000,22995,15863,15115,2
498,19421,0.103317965384325,0.634872647570101,0.194240798125614,0.0675685889199607,0,1,2019,27/04/2019 11:15:25.000,06/05/2019 15:45:25.000,13230,9767,9294,2
501,20033,0.0748850448872345,0.522925333917232,0.254915699583972,0.147273921611561,0,1,2019,28/04/2019 12:24:25.000,14/05/2019 08:58:25.000,22834,13651,15304,2
502,19508,0.122589052997394,0.55264986967854,0.203953084274544,0.120807993049522,0,1,2019,25/04/2019 11:02:09.000,11/05/2019 10:41:09.000,23019,15544,15503,2
503,22462,0.0629958002799813,0.542417172188521,0.220205319645357,0.174381707886141,0,1,2019,27/04/2019 12:15:24.000,12/05/2019 09:24:24.000,21429,12974,15361,2
505,22450,0.0692421528156398,0.5133577381416,0.271399641716645,0.146000467326116,0,1,2019,25/04/2019 11:37:36.000,13/05/2019 07:34:36.000,25677,14960,16931,2
507,23252,0.105823797562564,0.553307284398549,0.159828821285701,0.181040096753186,0,1,2019,30/04/2019 12:13:21.000,15/05/2019 10:30:21.000,21497,14170,15787,3
509,21961,0.0600086467790748,0.451750972762646,0.249243406830955,0.238996973627324,0,1,2019,05/05/2019 10:18:48.000,21/05/2019 11:47:48.000,23129,11837,15977,3
513,23341,0.097775347996131,0.466630219941966,0.210900374279827,0.224694057782077,1,1,2019,13/05/2019 11:33:42.000,15/06/2019 12:10:42.000,47557,26842,32878,3
514,21922,0.0883802816901408,0.59568661971831,0.212147887323944,0.103785211267606,0,1,2019,13/05/2019 14:06:03.000,29/05/2019 08:45:03.000,22719,15542,15892,3
517,20603,0.141526745572988,0.56161115698688,0.175520689971557,0.121341407468575,0,1,2019,14/05/2019 09:36:50.000,29/05/2019 12:53:50.000,21797,15327,14887,3
518,21965,0.0594783962631374,0.51358505254963,0.223043985986765,0.203892565200467,0,1,2019,13/05/2019 12:12:25.000,22/05/2019 10:16:25.000,12844,7361,9216,3
519,21949,0.0779038357644516,0.539384116693679,0.218692598595354,0.164019448946515,0,1,2019,20/05/2019 09:06:43.000,26/05/2019 19:20:43.000,9254,5713,6510,3
520,21398,0.0658791458427987,0.547932757837347,0.234438891412994,0.151749204906861,0,1,2019,19/05/2019 08:46:09.000,25/05/2019 11:29:09.000,8803,5404,6160,3
521,23927,0.106918855350843,0.507742061936496,0.228243825950608,0.157095256762054,0,1,2019,20/05/2019 09:04:58.000,27/05/2019 11:07:58.000,10203,6272,6784,3
522,23866,0.0838964119253151,0.495518354063819,0.258666813756585,0.161918420254282,1,1,2019,22/05/2019 11:32:23.000,16/06/2019 15:50:23.000,36258,21009,23838,3
523,20488,0.106671640618864,0.601547160920443,0.163256891541663,0.128524306919029,1,1,2019,22/05/2019 11:33:38.000,26/06/2019 20:24:38.000,50931,36071,37184,3
525,22290,0.135090657399251,0.540778888878133,0.188275040899894,0.135855412822722,1,1,2019,23/05/2019 14:50:18.000,03/08/2019 08:30:18.000,103300,69818,69897,3
526,23956,0.0987309310889006,0.485698316675434,0.204070226196739,0.211500526038927,1,1,2019,26/05/2019 10:17:18.000,16/06/2019 13:12:18.000,30415,17776,21206,3
527,23904,0.100054046750439,0.559564022879791,0.205377651668693,0.135004278701076,1,1,2019,25/05/2019 13:02:14.000,25/06/2019 09:07:14.000,44405,29291,30843,3
529,21953,0.0974381756256479,0.607532454711486,0.189446665679451,0.105582703983415,1,1,2019,27/05/2019 08:11:29.000,10/06/2019 09:49:29.000,20258,14282,14447,3
530,23894,0.0598327257130603,0.523666554333507,0.221485248613707,0.195015471339726,1,1,2019,28/05/2019 22:37:21.000,13/07/2019 06:38:21.000,65281,38092,46917,3
531,21944,0.118431676159929,0.483736105734668,0.189304871979207,0.208527346126196,1,1,2019,29/05/2019 14:01:31.000,31/07/2019 08:55:31.000,90414,54445,62591,3
532,20760,0.0959024869886585,0.527895977079695,0.227185651075661,0.149015884855985,1,1,2019,30/05/2019 12:50:56.000,10/07/2019 11:56:56.000,58986,36796,39929,3
533,23867,0.0941842597541422,0.529529663281668,0.235769641902726,0.140516435061464,1,1,2019,03/06/2019 20:24:45.000,15/07/2019 10:15:45.000,59871,37343,40117,3
534,23787,0.0861154367174345,0.47871168673326,0.27374124855989,0.161431627989416,1,1,2019,08/06/2019 17:57:06.000,26/09/2019 10:50:06.000,157973,89228,101126,3
538,23869,0.101506092484674,0.429554226897752,0.289086505714069,0.179853174903504,1,1,2019,28/06/2019 15:37:18.000,28/09/2019 09:46:18.000,132129,70169,80521,4
539,22101,0.0970201548318206,0.525243593166044,0.21768219434063,0.160054057661506,1,1,2019,20/06/2019 15:41:37.000,01/08/2019 06:36:37.000,59935,37296,41074,3
540,23201,0.154870338619803,0.635715816545221,0.108256536648093,0.101157308186884,1,1,2019,06/07/2019 12:15:57.000,01/08/2019 10:22:57.000,37327,29511,27506,3
541,23903,0.108170064927668,0.504855336598701,0.253317576033717,0.133657022439913,1,1,2019,24/07/2019 15:09:57.000,11/09/2019 09:40:57.000,70231,43054,44844,4
542,20760,0.185987415295257,0.390337608906099,0.272295498547919,0.151379477250726,1,1,2019,31/08/2019 11:11:54.000,23/09/2019 10:06:54.000,33055,19051,17907,4
543,19729,0.0998830865159782,0.43203429462198,0.28074824629774,0.187334372564302,1,1,2019,10/09/2019 14:41:28.000,28/09/2019 10:20:28.000,25659,13649,15893,4
544,22290,0.0953981685406283,0.463196939840037,0.306131911440825,0.135272980178509,1,1,2019,10/09/2019 11:55:58.000,28/09/2019 11:15:58.000,25880,14457,15489,4
545,20046,0.139142547593252,0.503172883454574,0.239307640716091,0.118376928236083,1,1,2019,10/09/2019 13:04:30.000,07/10/2019 11:09:30.000,38765,24900,24095,4
